,yearmonth,count,class
1067,2014-07-01,32,high
1068,2014-08-01,32,high
1069,2014-08-01,32,high
1070,2014-09-01,29,high
1071,2014-09-01,29,high
1072,2014-10-01,15,high
1073,2014-10-01,15,high
1074,2014-11-01,22,high
1075,2014-11-01,22,high
1076,2014-12-01,22,high
1077,2014-12-01,22,high
1078,2015-01-01,26,high
1079,2015-01-01,26,high
1080,2015-02-01,19,high
1081,2015-02-01,19,high
1082,2015-03-01,28,high
1083,2015-03-01,28,high
1084,2015-04-01,27,high
1085,2015-04-01,27,high
1086,2015-05-01,28,high
1087,2015-05-01,28,high
1088,2015-06-01,31,high
1089,2015-06-01,31,high
1090,2015-07-01,24,high
1091,2015-07-01,24,high
1092,2015-08-01,29,high
1093,2015-08-01,29,high
1094,2015-09-01,30,high
1095,2015-09-01,30,high
1096,2015-10-01,26,high
1097,2015-10-01,26,high
1098,2015-11-01,24,high
1099,2015-11-01,24,high
1100,2015-12-01,23,high
1101,2015-12-01,23,high
1102,2016-01-01,35,high
1103,2016-01-01,35,high
1104,2016-02-01,21,high
1105,2016-02-01,21,high
1106,2016-03-01,33,high
1107,2016-03-01,33,high
1108,2016-04-01,23,high
1109,2016-04-01,23,high
1110,2016-05-01,23,high
1111,2016-05-01,23,high
1112,2016-06-01,32,high
1113,2016-06-01,32,high
1114,2016-07-01,25,high
1115,2016-07-01,25,high
1116,2016-08-01,22,high
1117,2016-08-01,22,high
1118,2016-09-01,34,high
1119,2016-09-01,34,high
1120,2016-10-01,24,high
1121,2016-10-01,24,high
1122,2016-11-01,24,high
1123,2016-11-01,24,high
1124,2016-12-01,24,high
1125,2016-12-01,24,high
1126,2017-01-01,22,high
1127,2017-01-01,22,high
1128,2017-02-01,25,high
1129,2017-02-01,25,high
1130,2017-03-01,36,high
1131,2017-03-01,36,high
1132,2017-04-01,37,high
1133,2017-04-01,37,high
1134,2017-05-01,37,high
1135,2017-05-01,37,high
1136,2017-06-01,20,high
1137,2017-06-01,20,high
1138,2017-07-01,21,high
1139,2017-07-01,21,high
1140,2017-08-01,22,high
1141,2017-08-01,22,high
1142,2017-09-01,23,high
1143,2017-09-01,23,high
1144,2017-10-01,28,high
1145,2017-10-01,28,high
1146,2017-11-01,37,high
1147,2017-11-01,37,high
1148,2017-12-01,27,high
1149,2017-12-01,27,high
1150,2018-01-01,32,high
1151,2018-01-01,32,high
1152,2018-02-01,23,high
1153,2018-02-01,23,high
1154,2018-03-01,25,high
1155,2018-03-01,25,high
1156,2018-04-01,29,high
1157,2018-04-01,29,high
1158,2018-05-01,22,high
1159,2018-05-01,22,high
1160,2018-06-01,29,high
1161,2018-06-01,29,high
1162,2018-07-01,32,high
1163,2018-07-01,32,high
1164,2018-08-01,34,high
1165,2018-08-01,34,high
1166,2018-09-01,30,high
1167,2018-09-01,30,high
1168,2018-10-01,40,high
1169,2018-10-01,40,high
1170,2018-11-01,28,high
1171,2018-11-01,28,high
1172,2018-12-01,28,high
1173,2018-12-01,28,high
1174,2019-01-01,40,high
1175,2019-01-01,40,high
1176,2019-02-01,24,high
1177,2019-02-01,24,high
1178,2019-03-01,28,high
1179,2019-03-01,28,high
1180,2019-04-01,31,high
1181,2019-04-01,31,high
1182,2019-05-01,27,high
1183,2019-05-01,27,high
1184,2019-06-01,28,high
1185,2019-06-01,28,high
1186,2019-07-01,36,high
1187,2019-07-01,36,high
1188,2019-08-01,34,high
1189,2019-08-01,34,high
1190,2019-09-01,32,high
1191,2019-09-01,32,high
1192,2019-10-01,39,high
1193,2019-10-01,39,high
1194,2019-11-01,41,high
1195,2019-11-01,41,high
1196,2019-12-01,28,high
1197,2019-12-01,28,high
1198,2020-01-01,27,high
1199,2020-01-01,27,high
1200,2020-02-01,25,high
1201,2020-02-01,25,high
1202,2020-03-01,32,high
1203,2020-03-01,32,high
1204,2020-04-01,31,high
1205,2020-04-01,31,high
1206,2020-05-01,27,high
1207,2020-05-01,27,high
1208,2020-06-01,40,high
1209,2020-06-01,40,high
1210,2020-07-01,41,high
1211,2020-07-01,41,high
1212,2020-08-01,26,high
1213,2020-08-01,26,high
1214,2020-09-01,26,high
1215,2020-09-01,26,high
1216,2020-10-01,37,high
1217,2020-10-01,37,high
1218,2020-11-01,25,high
1219,2020-11-01,25,high
1220,2020-12-01,32,high
1221,2020-12-01,32,high
1222,2021-01-01,34,high
1223,2021-01-01,34,high
1224,2021-02-01,23,high
1225,2021-02-01,23,high
1226,2021-03-01,40,high
1227,2021-03-01,40,high
1228,2021-04-01,29,high
1229,2021-04-01,29,high
1230,2021-05-01,25,high
1231,2021-05-01,25,high
1232,2021-06-01,27,high
1233,2021-06-01,27,high
1234,2021-07-01,34,high
1235,2021-07-01,34,high
1236,2021-08-01,45,high
1237,2021-08-01,45,high
1238,2021-09-01,32,high
1239,2021-09-01,32,high
1240,2021-10-01,44,high
1241,2021-10-01,44,high
1242,2021-11-01,36,high
1243,2021-11-01,36,high
1244,2021-12-01,42,high
1245,2021-12-01,42,high
1246,2022-01-01,32,high
1247,2022-01-01,32,high
1248,2022-02-01,32,high
1249,2022-02-01,32,high
1250,2022-03-01,49,high
1251,2022-03-01,49,high
1252,2022-04-01,23,high
1253,2022-04-01,23,high
1254,2022-05-01,30,high
1255,2022-05-01,30,high
1256,2022-06-01,39,high
1257,2022-06-01,39,high
1258,2022-07-01,35,high
1259,2022-07-01,35,high
1260,2022-08-01,30,high
1261,2022-08-01,30,high
1262,2022-09-01,41,high
1263,2022-09-01,41,high
1264,2022-10-01,33,high
1265,2022-10-01,33,high
1266,2022-11-01,40,high
1267,2022-11-01,40,high
1268,2022-12-01,28,high
1269,2022-12-01,28,high
1270,2023-01-01,34,high
1271,2023-01-01,34,high
1272,2023-02-01,21,high
1273,2023-02-01,21,high
1274,2023-03-01,22,high
1275,2023-03-01,22,high
1276,2023-04-01,37,high
1277,2023-04-01,37,high
1278,2023-05-01,34,high
1279,2023-05-01,34,high
1280,2023-06-01,24,high
1281,2023-06-01,24,high
1282,2023-07-01,3,high
1283,2023-07-01,3,high
